PMID,country
32973176,United States
34853302,Spain
35550508,Italy
35550508,United States
36922497,Canada
36922497,Spain
38097605,China
24763156,United States
39327172,Australia
39327172,Brazil
21402327,Netherlands
26529014,China
39453192,Brazil
39453192,Saudi Arabia
39453192,Sweden
31475791,China
35717531,France
33094956,United Kingdom
35351835,Hungary
35351835,Netherlands
26933802,United States
28418920,South Korea
29484149,LA  USA
29484149,M13 9PL UK
29484149,United Kingdom
29484149,United States
31126845,Belgium
31126845,Hungary
31126845,United Kingdom
31126845,United States
31126845,Netherlands
22436438,Germany
32777710,Canada
32777710,Pakistan
32777710,United Kingdom
26283667,Australia
26283667,Malaysia
26283667,New Zealand
26283667,Singapore
26283667,United Kingdom
26474943,United Kingdom
26525422,United Kingdom
26823179,Spain
27913559,Demark
27913559,Denmark
28259853,Australia
28698347,Poland
29196479,United Kingdom
29196479,United States
29444778,China
29151054,Denmark
29151054,Germany
30166290,France
31772078,Japan
31900274,Australia
31900274,Canada
31900274,United States
31900274,Vietnam
33303427,Australia
33303427,United Kingdom
33199427,United Kingdom
33247029,Germany
34341046,United Kingdom
35396297,Iran
35508341,Sweden
37852765,United Kingdom
38296301,United Kingdom
28608438,Netherlands
32096613,United States
33103379,Netherlands
29955889,United States
32542352,United States
35192703,United States
35552458,United States
36208220,United States
27349906,United States
34220712,China
37033228,China
39104817,China
33324412,China
33488600,Belarus
33488600,Latvia
33488600,Russia
33488600,Ukraine
33488600,United States
33343585,Mexico
34290710,China
35058923,China
23519018,United States
30166348,Italy
30166348,United Kingdom
28872637,United States
29507282,Australia
29507282,United States
31780640,Germany
34930893,United Kingdom
39097609,Germany
25373730,Japan
27611858,China
27611858,United States
27901117,China
27901117,United States
28000774,China
28000774,New Zealand
34702861,India
28432326,South Korea
28432326,Thailand
28432326,United Kingdom
28432326,United States
28473717,China
28754903,Japan
34876630,India
34907246,South Korea
34907317,Japan
35177685,China
29907841,South Korea
29907841,Malaysia
29907841,Taiwan
29941991,Spain
30655568,Norway
31043691,Canada
31043691,United States
31043691,Uganda
31586081,China
31719658,South Korea
31831820,Spain
32669656,China
32665656,South Korea
33431967,Japan
33483527,United States
34188067,Sweden
34188067,United Kingdom
34389780,Brazil
34645864,South Korea
35689084,United States
36056179,United States
36352054,Germany
36352054,Poland
36352054,Switzerland
36841869,France
36841869,Japan
37258647,Egypt
37400496,Taiwan
38212360,India
38341445,Germany
38693271,Turkey
39169050,Brazil
39604382,Egypt
39604382,Saudi Arabia
34213495,Japan
37024467,United States
32095954,Sweden
28436395,United States
37980683,Austria
37980683,France
37980683,Germany
37980683,Italy
37980683,Spain
37980683,United Kingdom
37980683,United States
28841210,Finland
28841210,Norway
35091554,Germany
37386016,United States
24977755,New Jersey
26496111,United States
30916450,South Korea
30916450,United Kingdom
32304353,China
32705821,Finland
35965423,Turkey
25424952,Canada
25483635,United States
28881165,Germany
28881165,India
28881165,United Kingdom
28881165,United States
31157598,China
32233959,Finland
32233959,United Kingdom
32233959,United States
33180670,Belgium
33180670,China
35333702,India
39397784,Germany
39397784,Italy
39397784,Switzerland
39397784,United States
24633313,Russia
23143773,United Kingdom
30811880,United States
31777203,United States
32573956,Japan
28114798,Iran
29944008,France
29944008,Switzerland
29944008,United Kingdom
30688407,United Kingdom
23197807,United States
24493857,United States
38635801,China
32509293,United States
32509293,Zambia
38528813,Japan
38528813,United Kingdom
38528813,United States
39450716,Campus Research Hamburg Germany
39450716,Te Whatu Ora-Health New Zealand Auckland New Zealand
25193295,LM)
31652073,Graduate School of Public Health Pittsburgh PA
34927469,Location AMC Amsterdam the Netherlands
38726918,Location AMC Amsterdam Cardiovascular Sciences Amsterdam the Netherlands
38726918,Location VUMC Amsterdam Cardiovascular Sciences Amsterdam the Netherlands
26586732,United States
26586732,France
26586732,SH)
27287699,France
27287699,Germany
27287699,United States
28235809,China
28235809,Japan
28235809,South Korea
28235809,United States
23318238,Myanmar
34277476,Brazil
35927776,China
24190578,United States
28505217,Albuquerque
28505217,Austin
28505217,Chapel Hill
28505217,College Park
28505217,North Carolina
35532913,Arizona
35532913,United States
35532913,Switzerland
36315128,United Kingdom
30347030,Australia
37289448,Abilen
37289448,United States
37289448,Croatia
37289448,Czechia
37289448,Hungary
37289448,Poland
37289448,South Korea
37289448,Russia
30946442,United States
30946442,Massachusetts
30946442,Virginia
34351376,United States
34351376,Canada
34351376,Illinois
34351376,Minnesota
34351376,Tennessee
25372657,United States
34431972,Ann Arbor
34431972,Arkansas
34431972,United States
34431972,Little Rock
34431972,Pullman
33656542,Japan
34613330,China
35476128,Australia
35476128,New Zealand
37585181,Ann Arbor
37585181,United States
26092545,United Kingdom
26092545,United States
32695314,Thailand
37483553,India
30790469,China
30790469,Singapore
31573746,Spain
34528763,South Korea
38659392,China
33240572,Canada
33240572,United States
34063276,Ecuador
34063276,Spain
25379431,Japan
32755802,Netherlands
25213055,Ill
25213055,United States
28757367,Md
28757367,Ore
30922990,Colo
30922990,Germany
30922990,United States
32841748,Colo
32841748,France
32841748,Ireland
32841748,Pa
32841748,Russia
35772853,United States
25922463,Sweden
26530645,France
34587803,United Kingdom
24294598,Portugal
23484110,South Korea
24191250,China
24967375,Italy
24745021,Turkey
24745026,Estonia
24745026,Sweden
26346854,Spain
26413529,Turkey
25945350,Poland
27833919,Poland
28626756,Italy
29619380,China
31214611,Ethiopia
31950036,China
31950036,Singapore
30956981,Switzerland
32596338,South Korea
32382564,Poland
34423033,Iran
33791377,Pakistan
33791377,Saudi Arabia
36105927,China
36817862,China
33108212,Alabama
33108212,Denmark
33108212,Maryland
33108212,United States
33108212,North Carolina
33108212,Pennsylvania
33108212,United Kingdom
37289650,North Carolina
37289650,and
36454345,Egypt
38584938,China
38948211,India
25412724,United States
32090123,China
32090123,Singapore
34655522,Taiwan
34655522,United States
35150610,Mozambique
35150610,Papua New Guinea
35150610,Spain
35150610,United Kingdom
36640725,Canada
36640725,United States
27638993,Ariz
27638993,Calif
27638993,Md
27638993,Minn
27638993,United States
27638993,Wash
30548426,United States
30548426,Massachusetts
30548426,Tennessee
28963129,Illinois
27102196,France
27102196,Guinea-Bissau
27102196,United Kingdom
30910531,Argentina
30910531,Democratic Republic of the Congo
30910531,Switzerland
30910531,United States
30910531,Zambia
33751956,Bangladesh
33751956,Pakistan
33751956,Singapore
33751956,Sri Lanka
33751956,United States
39304237,Belgium
39304237,Nigeria
39304237,South Africa
39304237,Sweden
39304237,United Kingdom
39304237,United States
28411193,United States
28411193,Maryland
30241567,Italy
30241567,New Zealand
35309222,China
36699920,China
38476496,United States
28065736,Australia
28065736,United States
35105689,Japan
35444058,Italy
35444058,United States
37500182,Japan
37500182,-medacjp
30053905,Canada
30053905,United States
30666823,Belgium
30666823,Pennsylvania
30666823,United States
30666823,Russia
30666823,United Kingdom
30848558,Australia
30848558,Belgium
30848558,Canada
30848558,Germany
30848558,North Carolina
30848558,United States
30848558,Netherlands
30848558,Worcester
34933984,Australia
34933984,China
36201383,Japan
24998109,Iran
24998109,Switzerland
27591457,Brazil
33712249,India
38641324,Brazil
34580826,United States
38011991,Australia
38011991,Germany
38011991,Turkey
38011991,United Kingdom
26313312,United Kingdom
28235977,Canada
28235977,Spain
28235977,United Kingdom
29061968,Canada
29061968,Germany
29061968,United Kingdom
33093216,China
33093216,United States
39009356,Norway
39009356,United States
36919129,Austria
36919129,Croatia
36919129,Germany
25870478,Albania
32404378,Netherlands
26765645,Brazil
26765645,United States
37094596,Belgium
37094596,Canada
37094596,China
37094596,France
37094596,Hungary
37094596,Italy
37094596,Netherlands
37094596,Poland
37094596,Spain
37094596,United Kingdom
37094596,United States
27036994,India
27036994,United States
31371262,Brazil
31371262,Haiti
31371262,India
31371262,Kenya
31371262,Malawi
31371262,Peru
31371262,South Africa
31371262,Thailand
31371262,United States
31371262,Uganda
31371262,Zimbabwe
33010242,Belgium
33010242,Netherlands
33010242,Rwanda
33010242,Switzerland
33010242,United States
36055295,Italy
36055295,South Africa
36055295,Spain
36055295,United Kingdom
36055295,Uganda
36055295,Zimbabwe
37783219,Argentina
37783219,Brazil
37783219,Peru
37783219,South Africa
37783219,United States
27532508,United States
27532508,Georgia
27532508,Maryland
27532508,Massachusetts
27532508,Milwaukee
27532508,Minnesota
27532508,Missouri
29242937,Chapel Hill
29242937,United States
29242937,Honolulu
29242937,New Britain
29242937,North Carolina
29242937,Oklahoma City
29242937,Pennsylvania
29450468,Italy
37119185,Iran
37597875,Iran
37930781,United States
29984336,Turkey
36840609,Belgium
36840609,Switzerland
36840609,Netherlands
31600167,United States
36649072,China
36649072,United Kingdom
36649072,and
31310464,Brazil
33904665,Brazil
36127832,Canada
34452940,Ghana
34452940,United States
33308452,United Kingdom
34438242,South Korea
35785595,Belgium
35785595,China
35785595,Japan
35785595,South Korea
35785595,United States
33246932,France
37165467,Syria
32652314,United States
37026745,Italy
37026745,Spain
36825943,Italy
37171402,Denmark
37171402,New Zealand
37171402,United Kingdom
34794172,Portugal
34794172,Spain
34794172,and
35157768,Centro de Investigacion Biomedica en Red de Cancer
35157768,Spain
35157768,and
35377947,Belgium
35377947,United States
35377947,Canada
35377947,China
35377947,Israel
35377947,Italy
35377947,Poland
35377947,Spain
35377947,United Kingdom
32780844,United States
32780844,and
33724305,United States
33724305,Canada
34432874,United States
34432874,Australia
35975806,Australia
35975806,Czechia
35975806,Denmark
35975806,Norway
38635934,Finland
38635934,United States
36608311,United States
32397743,Canada
32397743,MB)
32397743,Stockholm
32397743,Sweden
39103234,Belgium
31473598,China
31473598,United States
31283862,Japan
34485815,Canada
34485815,United States
34904647,Italy
34274251,Greece
30646209,China
32478849,United States
32478849,Massachusetts
33760089,Ann Arbor
33760089,Pennsylvania
33760089,United States
37083668,Aurora
37083668,United States
37083668,United Kingdom
37083668,Canada
37083668,Delaware
37083668,Fort Worth
37083668,Illinois
37083668,Milwaukee
37083668,Minnesota
37083668,Missouri
37083668,Pennsylvania
37083668,Salt Lake City
34726749,Australia
34726749,Indianapolis
35015065,United States
35015065,Massachusetts
35015065,North Carolina
35015065,San Antonio
35727580,Italy
35727580,Poland
36074461,Ann Arbor
36074461,United States
36074461,Iowa City
36074461,Maryland
36074461,Memphis
36121652,United States
36121652,Minnesota
36169959,Connecticut
36169959,France
36169959,Italy
36169959,Kuwait
36169959,Massachusetts
36169959,United Kingdom
36374502,Ann Arbor
36374502,United States
36374502,Pennsylvania
36477478,Switzerland
37213102,United States
37213102,Hungary
37213102,Massachusetts
37213102,Pennsylvania
37213102,United Kingdom
39570590,Denmark
39570590,Sweden
36461758,Hungary
32129161,Italy
33403940,Canada
33403940,Netherlands
31373563,Turkey
38237093,India
38237093,Russia
33933059,Iran
38575952,Switzerland
38902771,China
36763641,Connecticut
36763641,United States
36763641,Maryland
36763641,Massachusetts
36763641,Pennsylvania
36763641,Tennessee
35028615,France
35028615,United States
37003272,Denmark
33836311,United States
35940529,China
36526260,United States
36526260,Connecticut
36526260,France
36526260,Germany
36526260,Illinois
36526260,Italy
36526260,Japan
36526260,Maryland
36526260,Pennsylvania
36526260,South Korea
36526260,Spain
36526260,Tennessee
36526260,Wisconsin
22174166,Iran
39046000,Iran
33835265,Austria
36923305,Georgia
36923305,Iowa
36923305,Massachusetts
36923305,United States
36923305,Utah
34157132,Canada
34157132,Germany
34157132,Japan
34157132,Spain
34157132,United States
11201419,Canada
12647922,Sweden
21950391,Netherlands
17355474,United Kingdom
18279411,Denmark
26577796,United Kingdom
34704121,Austria
34704121,Germany
34379777,United States
20056720,Australia
29077960,United States
29077960,North Carolina
18292216,United States
19934563,India
35263862,India
35263862,Saudi Arabia
23034724,Australia
33539540,Germany
33539540,Netherlands
35489024,Australia
35489024,Netherlands
21912927,United States
1811428,Australia
33393600,India
28958701,Canada
28958701,United States
8033429,United Kingdom
23379429,Spain
25546793,Spain
31618438,Italy
28224442,United States
35315804,Denmark
35588553,Germany
35588553,Switzerland
22922473,Brazil
18313028,Denmark
10587769,Ont
23341675,Canada
34688611,United States
15499438,Brazil
28099665,Brazil
19170452,United States
20873892,United States
21934290,Israel
